candidate,count,type
Write-Up Persistent Security Newer,1,capitalized_phrase
Products Semgrep Code Find,1,capitalized_phrase
Semgrep Supply Chain Find,1,capitalized_phrase
AI Semgrep AppSec Platform,1,capitalized_phrase
Solutions Secure Vibe Coding,1,capitalized_phrase
Open-Source Malware Protection Protect,1,capitalized_phrase
Secure Guardrails Fintech Mitigate,1,capitalized_phrase
Semgrep ROI Calculator See,1,capitalized_phrase
Semgrep Video Library View,1,capitalized_phrase
Romain Gaucher Vasilii Ermilov,1,capitalized_phrase
AI Coding Agents Find,1,capitalized_phrase
Insecure Direct Object Reference,1,capitalized_phrase
Found Both Claude Code,1,capitalized_phrase
Different Bugs Every Time,1,capitalized_phrase
Introducing Semgrep Custom Workflows,1,capitalized_phrase
Vivek Khimani Braden Riggs,1,capitalized_phrase
Semgrep Autofix Nabeel Saeed,1,capitalized_phrase
OWASP Foundation OWASP Top,1,capitalized_phrase
Release Candidate Translation Teams,1,capitalized_phrase
Mauricio D. Papaleo Mayada,1,capitalized_phrase
Huynh Thien Tam Hebrew,1,capitalized_phrase
Data Analysis Plan Goals,1,capitalized_phrase
Humans. Analysis Infrastructure Plan,1,capitalized_phrase
OWASP Azure Cloud Infrastructure,1,capitalized_phrase
Verified Data Contribution Scenario,1,capitalized_phrase
Unverified Data Contribution Scenario,1,capitalized_phrase
Contributor Contact Email Time,1,capitalized_phrase
Flagship Project Documentation Builder,1,capitalized_phrase
Social Twitter Code Repository,1,capitalized_phrase
Stock Brian Glas Neil,1,capitalized_phrase
Smithline Tanya Janca Torsten,1,capitalized_phrase
Gigler Upcoming OWASP Global,1,capitalized_phrase
DAST. Criteria SAST DAST,1,capitalized_phrase
DAST Runtime Application Self-Protection,1,capitalized_phrase
Title Related Articles Filter,1,capitalized_phrase
Sort Category Shuffle Order,1,capitalized_phrase
Minute Read Data Observability,1,capitalized_phrase
Right Tool Several AI,1,capitalized_phrase
AI Suggestion Evaluation Action,1,capitalized_phrase
Graphite Graphite Agent Graphite,1,capitalized_phrase
Blake Smith Blake Smith,1,capitalized_phrase
Keeping Team Members Together,1,capitalized_phrase
Civilized Discourse Construction Kit,1,capitalized_phrase
Rural Guaranteed Minimum Income,1,capitalized_phrase
Staff DevOps Architect Mickey,1,capitalized_phrase
Staff DevOps Architect Joshua,1,capitalized_phrase
Agentic AI Agentic AI,1,capitalized_phrase
Key Takeaways Agentic AI,1,capitalized_phrase
Related Post Fireside Chat,1,capitalized_phrase
Blog Product Kubernetes Troubleshooting,1,capitalized_phrase
Always-On Expertise Agentic AI,1,capitalized_phrase
Noise-Free Analysis Across All,1,capitalized_phrase
Runs Automated Investigations Agentic,1,capitalized_phrase
AI Changes Troubleshooting Agentic,1,capitalized_phrase
Download Related Post Fireside,1,capitalized_phrase
IIT Bombay. Content AI,1,capitalized_phrase
IIT Bombay. Related Post,1,capitalized_phrase
Advanced Tracing Techniques Once,1,capitalized_phrase
Anti-Patterns Effective Tracing Patterns,1,capitalized_phrase
Beyond Technical Benefits Traces,1,capitalized_phrase
G2 Reviews Gartner Cool,1,capitalized_phrase
High Performer Best Usability,1,capitalized_phrase
"Highest User Adoption 
 Google",1,capitalized_phrase
Contents Foreword Preface Part,1,capitalized_phrase
Conclusion Appendix A. Availability,1,capitalized_phrase
Production Services Appendix C,1,capitalized_phrase
Example Incident State Document,1,capitalized_phrase
Appendix D. Example Postmortem,1,capitalized_phrase
Appendix E. Launch Coordination,1,capitalized_phrase
Checklist Appendix F. Example,1,capitalized_phrase
Production Meeting Minutes Bibliography,1,capitalized_phrase
Site Reliability Engineering Conflict,1,capitalized_phrase
Pursuing Maximum Change Velocity,1,capitalized_phrase
Beginning Site Reliability Engineering,1,capitalized_phrase
See Disaster Role Playing,1,capitalized_phrase
agent,271,tech_collocation
agents,264,tech_collocation
agentic,134,tech_collocation
code review,96,tech_collocation
workflows,49,tech_collocation
prompt injection,46,tech_collocation
terminal,35,tech_collocation
spans,33,tech_collocation
tracing,29,tech_collocation
observability,27,tech_collocation
code reviews,26,tech_collocation
span,26,tech_collocation
incident,25,tech_collocation
prompt engineering,24,tech_collocation
on-call,21,tech_collocation
deploy,20,tech_collocation
deployment,16,tech_collocation
workflow,14,tech_collocation
context window,12,tech_collocation
deployed,11,tech_collocation
deploying,9,tech_collocation
context engineering,8,tech_collocation
function calling,7,tech_collocation
latency,7,tech_collocation
deployments,7,tech_collocation
zero-shot,6,tech_collocation
hallucination,6,tech_collocation
telemetry,6,tech_collocation
context rot,5,tech_collocation
artifact,5,tech_collocation
ide,5,tech_collocation
guardrails,4,tech_collocation
system prompt,4,tech_collocation
postmortem,4,tech_collocation
tool use,3,tech_collocation
chain of thought,3,tech_collocation
few-shot,3,tech_collocation
fine-tuning,3,tech_collocation
fine-tune,3,tech_collocation
hallucinations,3,tech_collocation
refactor,3,tech_collocation
refactoring,3,tech_collocation
code reviewer,2,tech_collocation
security review,2,tech_collocation
scaffolding,2,tech_collocation
hallucinate,2,tech_collocation
vibe coding,1,tech_collocation
code reviewers,1,tech_collocation
retrieval augmented generation,1,tech_collocation
guardrail,1,tech_collocation
hallucinated,1,tech_collocation
slo,1,tech_collocation
artifacts,1,tech_collocation
refactors,1,tech_collocation
refactored,1,tech_collocation
